LIEN FICHE DE POSTE,Ministère,Administration,Région,"Localisation
(Commune ou adresse exacte)",Code postal,Env.,Référence,Intitulé du poste,Cotation du poste (Groupe RIFSEEP),Thématique,Service,Bureau / Pôle,Logé,Télétravail,Encadrement,Complément
https://drive.google.com/file/d/1O4kBGuUYFqbbIG7zJq8tAo7lFAmv8dy1/view?usp=drive_link,Intérieur,Direction Générale de la Police Nationale,Normandie,Rouen,76000,ATE,int-ATE-63,Chef du Bureau du Commandement opérationnel,G3,Pol. Publiques,,,,Oui,Oui,
60-fiche-int-ATE-103.pdf,Intérieur,Préfecture de la Manche,Normandie,Saint-Lô,50000,ATE,int-ATE-103,Délégué(e) à l’appui au pilotage de la DDETS et de la DDPP,G2,Pilotage des politiques publiques,DDETS de la Manche/DDPP de la Manche,,NON,Oui,NON,
https://extranet-lille.les-ira.fr/intranet.php?page=poste&idposte=1409,Intérieur,Préfecture des Yvelines,Île-de-France,Versailles,78000,ATE,int-ATE-14,Correspondant Fraude Etranger (CFE),G3,Juridique,Direction des Migrations et de l'Intégration,—,NON,OUI,NON,
https://drive.google.com/file/d/1ciIA8ASbi3rw65GG0k0Af3a7L_dK0ZxK/view?usp=drive_link,Intérieur,Direction Générale de la Gendarmerie Nationale,Hauts-de-France,Villeneuve-d'Ascq,59650,ATE,int-ATE-106,Chef(fe) du bureau du personnel civil à la région de gendarmerie des Hauts de France,G2,RH,Division de l'appui opérationnel,Bureau du personnel civil,NON,OUI,Oui,
https://drive.google.com/file/d/1wl084RhIuYWOzLFY4_BHOzHP8iFnFmRF/view?usp=drive_link,Justice,Ministère de la justice- DAP-DISP Paris,Île-de-France,Fresnes,94260,ATE,just-ATE-25,Chef(fe) de cabinet,,,,,,,,
60-fiche-just-ATE-28.pdf,Justice,MINISTERE DE LA JUSTICE / SG / DIR-SG grand nord,Hauts-de-France,Lille,59000,ATE,just-ATE-28,Juriste - Acheteur/acheteuse public,,Achats,,,,,,
60-fiche-just-AC-01,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-01,"Rédacteur/Rédactrice qualifié(e)
au pôle Maîtrise des risques et projets",G3,Juridique,Direction des services judiciaires,"SDFIP- Bureau du budget, de la comptabilité et des moyens (FIP3)",,Oui,Non,
60-fiche-just-AC-02,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-02,Rédacteur/rédactrice qualifié(e) au sein du pôle HT2 – FIP3,G3,Budget/Finances,Direction des services judiciaires,"SDFIP – Bureau du budget, de la comptabilité et des moyens (FIP3) - Pôle dépenses hors personnel (HT2)",,Oui,Non,
60-fiche-just-AC-03,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-03,Rédacteur/Rédactrice qualifié(e) à la section des frais de justice (FIP4),G3,Juridique,Direction des services judiciaires,SDFIP / Bureau du pilotage des frais de justice (FIP4),,Oui,Non,
60-fiche-just-AC-04,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-04,"Rédacteur/Rédactrice qualifié(e) au sein du pôle gestion prévisionnelle des emplois, des effectifs et des compétences",G3,RH,Direction des services judiciaires,"Sous-direction des ressources humaines de la magistrature / Bureau de la gestion prévisionnelle des emplois, des compétences et des effectifs (RHM5)",,Oui,Non,
60-fiche-just-AC-05,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-05,Rédacteur/rédactrice à la section terrorisme et radicalité,G4,Juridique,Direction Générale de l’Administration Pénitentiaire,"Direction des métiers / Bureau de la gestion des détentions (EMS2) /
Section terrorisme et radicalités",,Oui,Non,
60-fiche-just-AC-06,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-06,Chargé(e) de mission en expression de besoin des équipements de sécurité,G3,Pol. Publiques,Direction générale de l’administration pénitentiaire,Direction des métiers / Bureau de la prévention des risques,,NC,Non,
60-fiche-just-AC-07,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-07,Chef(fe) du pôle de valorisation de l’information,NC,Pol. Publiques,Direction générale de l’administration pénitentiaire,"Direction des métiers / Bureau de la prévention des risques (EMS1) /
Section régimes de détention, évaluation des normes et de l’incidentologie /
Pôle valorisation de l’information",,Oui,Non,
60-fiche-just-AC-08,Justice,Ministère de la Justice,Île-de-France,Paris,75,AC,just-AC-08,Rédacteur/rédactrice à la section réglementation comptable et financière,G3,Pol. Publiques,Direction générale de l’administration pénitentiaire,Direction des métiers / Bureau de la prévention des risques,,NC,Non,
60-fiche-just-AC-09.pdf,Justice,Ministère de la Justice - Direction Générale de l'Administration Pénitentiaire,Île-de-France,Paris,75019,AC,just-AC-09,Chargé(e) d’études aux affaires disciplinaires,G4,Juridique,"Direction de l’administration /
Sous-direction du pilotage et du soutien des services /
Bureau de la synthèse (PS1) / Section réglementation comptable et
financièrerelations sociale","/Bureau des affaires statutaires, des affaires disciplinaires et du dialogue social",NON,OUI,NON,
60-fiche-just-AC-10.pdf,Justice,Ministère de la Justice - Direction Générale de l'Administration Pénitentiaire,Île-de-France,Paris,75019,AC,just-AC-10,Contract Manager Partenariats Public-Privé (PPP) / Marchés de gestion,G3,Pol. Publiques,"Direction de l’administration / Sous-direction du pilotage
et du soutien des services ",Bureau de la gestion déléguée (PS2),NON,OUI,NON,
60-fiche-just-AC-11.pdf,Justice,Ministère de la Justice - Direction Générale de l'Administration Pénitentiaire,Île-de-France,Paris,75019,AC,just-AC-11,Contract Manager Partenariats Public-Privé (PPP) / Marchés de gestion déléguée,G3,Pol. Publiques,"Direction de l’administration pénitentiaire / Sous-direction du pilotage
et du soutien des services ",Bureau de la gestion déléguée (PS2),NON,OUI,NON,
60-fiche-just-AC-12.pdf,Justice,Ministère de la Justice - Secrétariat Général,Île-de-France,Paris,75019,AC,just-AC-12,Expert(e) budgétaire pilotage de la masse salariale,G3,Budget/Finances,"Service des finances, des achats et de la conformité (SFAC)
Sous-direction du budget de la Justice (SDBJ)",Département du pilotage des emplois et crédits de personnels T2 (DPEC),NON,OUI,NON,
60-fiche-just-AC-13.pdf,Justice,Ministère de la Justice - Secrétariat Général,Île-de-France,Paris,75019,AC,just-AC-13,Chargé(e) d’analyse budgétaire expert - HT2,NC,Budget/Finances,"Service des finances, des achats et de la conformité (SFAC) / Sous-direction du
budget de la justice (SDBJ)",Bureau de la stratégie budgétaire (BSB),NON,OUI,NON,
60-fiche-just-AC-14.pdf,Justice,Ministère de la Justice - Secrétariat Général,Île-de-France,Paris,75019,AC,just-AC-14,Expert(e) programmation et analyse budgétaire,G3,Budget/Finances,"Sous-direction du budget de la Justice / Département du pilotage des ressources financières
ressources financières ",Bureau de la programmation et de la synthèse du Hors Titre 2,NON,OUI,NON,
60-fiche-just-AC-15.pdf,Justice,Ministère de la Justice - Secrétariat Général,Île-de-France,Paris,75019,AC,just-AC-15,Chargé(e) de mission appui au pilotage territorial,G3,Pol. Publiques,Service du pilotage et du soutien de proximité,"Département de la qualité et du
pilotage",NON,OUI,NON,
60-fiche-just-AC-16.pdf,Justice,Ministère de la Justice - Direction des affaires criminelles et des grâces,Île-de-France,Paris,75001,AC,just-AC-16,Responsable du pôle des moyens généraux,G3,,Cabinet de la directrice,Pôle des moyens généraux,NON,OUI,OUI,
60-fiche-just-AC-17.pdf,Justice,Ministère de la Justice - Secrétariat Général,Île-de-France,Paris,75019,AC,just-AC-17,Responsable budgétaire et achats,G3,Budget/Finances,Délégation à l’information et à la communication (DICOM),Cellule d’appui et de coordination,NON,OUI,NON,
60-fiche-just-AC-18.pdf,Justice,Ministère de la Justice - Secrétariat Général,Île-de-France,Paris,75019,AC,just-AC-18,Chargé(e) d’études qualifié(e),G3,RH,Service des ressources humaines (SRH),Bureau des politiques statutaire et salariale (BP2S),NON,OUI,NON,
60-fiche-just-AC-19.pdf,Justice,Ministère de la Justice - Secrétariat Général,Île-de-France,Paris,75019,AC,just-AC-19,Juriste « protection des données personnelles »,G3,Juridique,Service de l’expertise et de la modernisation,Bureau « Informatique et Libertés »,NON,OUI,NON,
60-fiche-just-AC-20.pdf,Justice,Ministère de la Justice - DPJJ,Île-de-France,Paris,75019,AC,just-AC-20,Rédacteur(trice) dialogue social,G3,RH,SDRHRS,Bureau RH3/section relations sociales,NON,OUI,NON,
60-fiche-just-AC-21.pdf,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-21,Adjoint/e au Chef de section Mobilité,G4,RH,SDRHRS,Bureau RH 4,NON,OUI,OUI,
60-fiche-just-AC-22.pdf,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-22,Rédacteur(rice) qualifié(e) en charge d’études budgétaires Titre 2 et paie,G3,RH,Protection Judicaire de la Jeunesse (PJJ),Sous-direction des ressources humaines et des relations sociales,NON,OUI,NON,
60-fiche-just-AC-23.pdf,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-23,Chargé d'analyse budgétaire secteur associatif habilité,G3,Budget/Finances,Direction de la protection judiciaire de la jeunesse,Bureau de l'appui au pilotage du secteur associatif habilité (L4),NON,OUI,NON,
60-fiche-just-AC-24.pdf,Justice,Ministère de la Justice,Île-de-France,Paris,75019,AC,just-AC-24,"Chargé(e) d'étude ""Veille et alerte""",G3,Pol. Publiques,Direction de la protection judiciaire de la jeunesse,"Cabinet de la direction / Service transversal de la stratégie et de la maîtrise des
risques",NON,OUI,NON,
https://drive.google.com/file/d/1ZY41pljvoM6yap2cqWl8xOeCYygEd3dO/view?usp=drive_link,Justice,Ministere de la justice / DPJJ / Dir-pjj ile de france outre mer,Île-de-France,Paris,75,ATE,just-ATE-30,Contrôleur/contrôleuse de gestion,,Audit / Contrôle interne,,,,,,
https://drive.google.com/file/d/1ad1Kp14b7rNo9oUy0uCEHP5q8Z9a6cQ9/view?usp=drive_link,Justice,Ministere de la justice / DPJJ / Dir-pjj ile de france outre mer,Île-de-France,Paris,75,ATE,just-ATE-31,Chargé(e) de tarification,,Budget/Finances,,,,,,
https://drive.google.com/file/d/1z2fCZdXlYyZRpmh682hEanxJlJWSwtxE/view?usp=drive_link,Justice,Ministere de la justice / DPJJ / Dir-pjj ile de france outre mer,Île-de-France,Paris,75,ATE,just-ATE-32,Conseiller(ère) technique chargé(e) des contrôles,,Audit / Contrôle interne,,,,,,
https://drive.google.com/file/d/1VdZtTm478XBWE54wQKGJMLd8C57ehdpT/view?usp=sharing,MENJ - MESRI,Collège Pierre et Marie Curie,Hauts-de-France,Albert,80300,AENES,educ-ASU-37,Secrétaire général(e) d'EPLE,G3,EPLE,_,_,Non,Oui,Oui,NBI : 30 points
https://drive.google.com/file/d/1Js4Z21v0EzTeAilsaG4zun2wm7zAHpoQ/view?usp=sharing,MENJ - MESRI,Collège Jean Racine,Normandie,Alençon,61000,AENES,educ-ASU-198,Secrétaire général(e) d'EPLE,G3,EPLE,,,Non,Non,Oui,NBI : 38 points 
60-fiche-educ-ASU-214.pdf,MENJ - MESRI,Collège Robert Schuman,Centre-Val-de-Loire,Amilly,45200,AENES,educ-ASU-214,Secrétaire général(e) d'EPLE,G2,EPLE,,,Oui,Non,Oui,"NBI: 45 points F4 de 115,8 m2"
https://drive.google.com/file/d/10eO-oh5Xhr2hBHFLIQJcnXnGEn4Uu1_B/view?usp=sharing,MENJ - MESRI,Lycée général et technologique Descartes,Île-de-France,Antony,92160,AENES,educ-ASU-294,Fondé de pouvoir,G2,EPLE,,,Oui,Non,Non,"NBI : 45 points
F5 de 100 m2"
https://drive.google.com/file/d/1ARaaEn4m8gTF8fmNCANoOdEXlP_Vi8M0/view?usp=sharing,MENJ - MESRI,Service interacadémique des examens et des concours (SIEC),Île-de-France,Arcueil,94110,ATE,educ-ATE-220,Juriste contentieux et conseil juridique tranverse,G4,Juridique,Service interacadémique des examens et des concours,,Non,Oui,Non,
https://drive.google.com/file/d/1ifRWzSFErBKDKhzhimD6UV2XOS5wNSRa/view?usp=sharing,MENJ - MESRI,Service interacadémique des examens et des concours (SIEC),Île-de-France,Arcueil,94110,ATE,educ-ATE-221,Chargé(e)du contrôle de gestion sociale et des projets RH,G4,Audit / Contrôle interne,Service interacadémique des examens et des concours,Division des RH,Non,Oui,Non,
https://drive.google.com/file/d/1ff45dFncGRcilEiyDuegkynP5TeNkNdH/view?usp=sharing,MENJ - MESRI,Direction des services départementaux de l'éducation nationale du Pas-de-Calais,Hauts-de-France,Arras,62000,ATE,educ-ATE-116,Chef de bureau,G2,Budget/Finances,"Division des affaires générales, financières et de l'action sociale",Bureau des affaires financières et de l'action sociale ,NON,Oui,Oui (3 agents),NBI: 20 points
https://drive.google.com/file/d/1wPJmfkxUldEp1Kh5tZ60p9f8YQa9Kq8d/view?usp=sharing,MENJ - MESRI,Lycée professionnel Jean-Pierre Timbaud,Île-de-France,Aubervilliers,93300,AENES,educ-ASU-321,Secrétaire général(e) d'EPLE,G2,EPLE,_,_,Oui,Non,Oui,"NBI : 45 points 
F4 87m2"
https://drive.google.com/file/d/1rFMM1MBAOwdHDefJ7cXQX2fccMHm-wSa/view?usp=sharing,MENJ - MESRI,Collège les Blés d'or,Île-de-France,Bailly-Romainvilliers,77700,AENES,educ-ASU-337,Secrétaire général(e) d'EPLE,G3,EPLE,_,_,Oui,Non,Oui,"NBI : 30 points
F4 de 90m2"
https://drive.google.com/file/d/1uTZutDVojpqhhqQzVg6c3WnRnKVjnBYI/view?usp=sharing,MENJ - MESRI,Lycée général et technologique Félix Faure,Hauts-de-France,Beauvais,60000,AENES,educ-ASU-38,Fondé(e) de pouvoir,G3,EPLE,_,_,Non,Non,Non,
https://drive.google.com/file/d/1Ncr8ZhhS-yjvIKeaA8mlhEUZG3TwJI9A/view?usp=sharing,MENJ - MESRI,Lycée polyvalent Paul Langevin - Lycée des métiers de l'industrie et du génie civil,Hauts-de-France,Beauvais,60000,AENES,educ-ASU-39,"Chef(fe) de service - Service ""Gestion rémunération""",G3,EPLE,_,_,Non,Non,Oui,
60-fiche-educ-ASU-201.pdf,MENJ - MESRI,Collège Marie Curie,Normandie,Bernay,27300,AENES,educ-ASU-201,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,Oui,Oui,NBI: 30 points F5 de 120m2
https://drive.google.com/file/d/1Ppe9w-svSPpKYyt9qZ3T2cGSJIY5LTh_/view?usp=sharing,MENJ - MESRI,Lycée général et technologique Louise Michel,Île-de-France,Bobigny,93022,AENES,educ-ASU-289,Secrétaire général(e) d'EPLE,G2,EPLE,,,Oui,Non,oui,"NBI : 45 points
F4 de 87 m2"
https://drive.google.com/file/d/1inwFOQQp0KhvKDznl5CUad-FSLqyvvMN/view?usp=sharing,MENJ - MESRI,Lycée polyvalent Pierre de Coubertin - Lycée des métiers de l'industrie,Normandie,Bolbec,76210,AENES,educ-ASU-349,Secrétaire général(e) d'EPLE,G3,EPLE,_,_,Oui,Non,Oui,"NBI : 30 points
F4 de 75m2"
https://drive.google.com/file/d/1UtA655yoe4OFrrthz9_CoJyBwsOioBOn/view?usp=sharing,MENJ - MESRI,Collège Henri Sellier,Île-de-France,Bondy,93010,AENES,educ-ASU-319,Secrétaire général(e) d'EPLE,G3,EPLE,_,_,Oui,Non,Oui,"NBI : 38 points 
F3 de 80m2"
60-fiche-educ-ATE-207.pdf,MENJ - MESRI,Rectorat Académie Orléans-Tours,Centre-Val-de-Loire,Bourges,18000,ATE,educ-ATE-207,Chef(fe) de bureau DPE,G3,Pol. Publiques,Pôle d'assistance de gestion et d'évaluation,,Non,Non précisé,Non précisé,
60-fiche-educ-ASU-202.pdf,MENJ - MESRI,"Lycée professionnel Augustin Boismard - Lycée des métiers d'art, bois, tissu, cuir",Normandie,Brionne,27800,AENES,educ-ASU-202,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,Non,Oui,NBI: 30 points F4 de 80m2
60-fiche-educ-ATE-203.pdf,MENJ - MESRI,Rectorat de l'académie de Normandie,Normandie,Caen,14118,ATE,educ-ATE-203,Rédacteur(ice) juridique DAJ,G4,Juridique,Division des affaires juridiques ,Bureau du juridique et du contentieux ,Non,Oui,Non,
https://drive.google.com/file/d/1Hpg3y3JkCt-4CYX9e_Tr_bHRxR_KfxdX/view?usp=sharing,MENJ - MESRI,Direction des services départementaux de l'éducation nationale du Val d'Oise,Île-de-France,Cergy,95800,ATE,educ-ATE-291,Coordonateur interne paye,G3,RH,Service de la gestion individuelle,,Non,Oui,Oui (4 agents),
60-fiche-educ-ASU-213.pdf,MENJ - MESRI,Collège Pierre Mendès France,Centre-Val-de-Loire,Chécy,45430,AENES,educ-ASU-213,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,Non précisé,Oui,NBI: 30 points F5 de 110m2
https://drive.google.com/file/d/1kVF7uR5KEGHG5irvrjR8mkLcF9H89XNo/view?usp=sharing,MENJ - MESRI,Collège Pierre Weczerka,Île-de-France,Chelles,77500,AENES,educ-ASU-330,Secrétaire général(e) d'EPLE,G3,EPLE,_,_,Oui,Non,Oui,"NBI : 38 points
F5"
https://drive.google.com/file/d/1UscCSLtqAP3cGUF6KDUfJQLwxCmtsw48/view?usp=sharing,MENJ - MESRI,Collège Liberté,Île-de-France,Chevilly-Larue,94550,AENES,educ-ASU-316,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,,Oui,"NBI : 30 points
F4 de 90 m2"
https://drive.google.com/file/d/1O33KK1liheQRNp4HjklFOjsPQANeNE2u/view?usp=sharing,MENJ - MESRI,Collège Gay Lussac,Île-de-France,Colombes,92710,AENES,educ-ASU-307,Secrétaire général(e) d'EPLE,G3,"EPLE, Juridique",,,Oui,Non,Oui,"NBI : 38 points
F4 80 m2"
60-fiche-educ-ASU-40.pdf,MENJ - MESRI,Collège Léon Droussent,Hauts-de-France,Coucy-le-Château-Auffrique,02380,AENES,educ-ASU-40,Secrétaire général(e) d'EPLE,3,EPLE,,,Oui,NON,OUI,NBI 30 points Logement de type F4 surface habitable 85m2
https://drive.google.com/file/d/1SJHuFDefyKWUtQ1G7l_ULR2RC2UrvIxU/view?usp=sharing,MENJ - MESRI,Lycée général et technologique Jules Uhry,Hauts-de-France,Creil,60100,AENES,educ-ASU-41,Secrétaire général(e) d'EPLE,2,EPLE,,,Oui,Non précisé,OUI,NBI 45 points Logement de type F4
https://drive.google.com/file/d/1HvnQnSP9MrmJ5EOSUeuY6juTmatIe9V3/view?usp=sharing,MENJ - MESRI,Collège Gérard de Nerval,Hauts-de-France,Crépy-en-Valois,60800,AENES,educ-ASU-46,Secrétaire général(e) d'EPLE,3,EPLE,,,Oui,OUI,OUI,NBI 30 points logement de type F4 surface habitable 60m2
https://drive.google.com/file/d/1UmC-RvELyCJKALzkr0UEBTm8LuMMS2bA/view?usp=sharing,MENJ - MESRI,Rectorat de Créteil,Île-de-France,Créteil,94000,ATE,educ-ATE-335,"JURISTE CONTENTIEUX, CONSEIL ET PROTECTION FONCTIONNELLE",G4,Juridique,SERVICE JURIDIQUE," Pôle Affaires Générales, de l'Appui au Pilotage et à la Transformation",Non,Oui,,
https://drive.google.com/file/d/1GLLIeaFzBS4JudkcDO4TrHjnH4RlssHM/view?usp=sharing,MENJ - MESRI,Rectorat de Créteil,Île-de-France,Créteil,94000,ATE,educ-ATE-336,CHEF(FE) DE SERVICE EN CHARGE DU REMPLACEMENT ET DES SUPPLEANCES DES PERSONNELS ATSS,G3,RH,DPAE 4,Service en charge du remplacement et des suppléances des personnels ATSS,Non,,Oui (6 agents),
60-fiche-educ-ASU-212.pdf,MENJ - MESRI,College mary jakson,Centre-Val-de-Loire,Dadonville,45300,AENES,educ-ASU-212,Secrétaire général(e) d'EPLE,G3,EPLE,,,Non,Oui,Oui,NBI: 30 points
https://drive.google.com/file/d/1Yxxu0nQtCIiYccvLjOy0jmJeYrmr0WV6/view?usp=sharing,MENJ - MESRI,Lycée d'excellence Edgar Morin,Hauts-de-France,Douai,59500,AENES,educ-ASU-119,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,Non,Oui,NBI: 30 points Logement de type F5 surface habitable 100m2
60-fiche-educ-ASU-217.pdf,MENJ - MESRI,Lycée général et technologique Rotrou,Centre-Val-de-Loire,Dreux,28100,AENES,educ-ASU-217,Fondé(e) de pouvoir,G4,EPLE,,,Non,Non,Non,
https://drive.google.com/file/d/19r4g6cF3T7Ee0_5WbUNHaMPzgvu12nd_/view?usp=sharing,MENJ - MESRI,Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration,Île-de-France,Dugny,93440,AENES,educ-ASU-322,Secrétaire général(e) d'EPLE,G3,EPLE,_,_,Oui,Non,Oui,"NBI : 38 points
F4 de 90m2"
https://drive.google.com/file/d/1dYv20sbB0YEZxgPt7pKYunVnFN1UkxM-/view?usp=sharing,MENJ - MESRI,Collège Léonard de Vinci,Île-de-France,Éragny,95610,AENES,educ-ASU-301,Secrétaire général(e) d'EPLE,G3,EPLE,,,Non,Non,Oui,NBI : 30 points
https://drive.google.com/file/d/15U5BOX7nYhgVXWjUSGVm52QDgzHrQ5W-/view?usp=sharing,MENJ - MESRI,"Lycée polyvalent Gustave Eiffel, lycée des métiers du génie électrique et des métiers du tertiaire",Île-de-France,Ermont,95120,AENES,educ-ASU-305,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,Non,Oui,"NBI : 30 points
F5 105 m2"
60-fiche-educ-ASU-120.pdf,MENJ - MESRI,Collège Jean Zay,Hauts-de-France,Escautpont,59278,AENES,educ-ASU-120,Secrétaire général(e) d'EPLE,G3,EPLE,,,Non,Non,Oui,NBI 30 points 
https://drive.google.com/file/d/1sDq2nas0NMoWwZJXoIclRlg7rvFXXHD-/view?usp=sharing,MENJ - MESRI,Lycée professionnel Nelson-Mandela,Île-de-France,Étampes,91150,AENES,educ-ASU-304,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,Non,Oui,"NBI 30 pts
F4 100m2"
https://drive.google.com/file/d/1NMKmQ59qgb-mpWjfKGkn4_1r-CWL9UWm/view?usp=sharing,MENJ - MESRI,Lycée professionnel Jules Verne - Lycée des Métiers du Bâtiment et des énergies renouvelables,Hauts-de-France,Étaples,62630,AENES,educ-ASU-105,Secrétaire général(e) d'EPLE,G3,,,,Oui,Non,Oui,"NBI 25 pts
F4 78m2"
60-fiche-educ-ASU-200.pdf,MENJ - MESRI,Collège Georges Politzer,Normandie,Évreux,27025,AENES,educ-ASU-200,Secrétaire général(e) d'EPLE,G2,EPLE,,,Oui,Oui de façon très exceptionnelle ,Oui,NBI: 45 points F4 de 90m2
https://drive.google.com/file/d/1K1flYe3away7VdCOT_X5l9VAofGbuC_F/view?usp=sharing,MENJ - MESRI,Collège Descartes,Île-de-France,Fontenay-le-Fleury,78330,AENES,educ-ASU-292,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,Non,oui,"NBI 38 points
F3 91 m2

"
https://drive.google.com/file/d/1lEYM61AXlzMZU_B1qGGk5mxUmQnlK4WY/view?usp=sharing,MENJ - MESRI,Lycée polyvalent Edouard Delamare Deboutteville,Normandie,Forges-les-Eaux,76440,AENES,educ-ASU-195,Fondé(e) de pouvoir,G2,EPLE,,,Non,Non,Non,
https://drive.google.com/file/d/1tDlDoIvASETtKqWfCnERQlApHO1sjJLM/view?usp=sharing,MENJ - MESRI,Collège Paul Eluard,Île-de-France,Garges-lès-Gonesse,95140,AENES,educ-ASU-302,Secrétaire général(e) d'EPLE,G2,EPLE,,,Oui,Oui,Oui,"NBI 45 points
F4 de 85m2"
60-fiche-educ-ASU-211.pdf,MENJ - MESRI,Lycée général et technologique Bernard Palissy,Centre-Val-de-Loire,Gien,45500,AENES,educ-ASU-211,Fondé(e) de pouvoir,G4,EPLE,,,Non,Non,Oui,"possibilité location studio sur place à prix très réduit
ou logement maison type T4 en convention d’occupation précaire (environ 600€ mensuel+charges)."
https://drive.google.com/file/d/1oAcqs5Ll1LT1T8NCOEO2DhvlQXsSw8LQ/view?usp=sharing,MENJ - MESRI,Collège Philippe Auguste,Île-de-France,Gonesse,95500,AENES,educ-ASU-284,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,Non précisé,Oui,NBI: 38 pts Logement F4
https://drive.google.com/file/d/1_Hlhx5owot6xGGSy6BEF3g5Twj6xb9wI/view?usp=sharing,MENJ - MESRI,Collège Rollon,Normandie,Gournay-en-Bray,76220,AENES,educ-ASU-193,Secrétaire général(e) d'EPLE,G2,EPLE,,,Oui,Non,Oui,NBI 45 points Logement de type F4 de 103m2
https://drive.google.com/file/d/1GHjr59pFZbZDyh3KRumVpwKPJ9Jeg3nl/view?usp=sharing,MENJ - MESRI,Lycée professionnel Fernand Léger,Normandie,Grand-Couronne,76530,AENES,educ-ASU-194,Secrétaire général(e) d'EPLE,G3,EPLE,,,Non,Non,Oui,NBI 30 points 
https://drive.google.com/file/d/1Zk3UYL3jB9hVN1UrjsLqAMQVetkpG6mF/view?usp=sharing,MENJ - MESRI,Collège du Moulin,Hauts-de-France,Grande-Synthe,59760,AENES,educ-ASU-103,Secrétaire général(e) d'EPLE,G3,EPLE,Académie de Lille,Collège du Moulin,Oui,Non,Oui,"NBI 30 pts
F5 130m2"
https://drive.google.com/file/d/1hZWhrsMkLbCsXd-t6jGKmsXRgYEcma-7/view?usp=sharing,MENJ - MESRI,Collège Anne Frank,Hauts-de-France,Grande-Synthe,59760,AENES,educ-ASU-112,Secrétaire général(e) d'EPLE,G3,EPLE,_,_,Oui,Non,Oui,"NBI 30 pts
F3 74m2"
60-fiche-educ-ASU-104.pdf,MENJ - MESRI,Lycée professionnel Antoine de Saint-Exupéry,Hauts-de-France,Halluin,59250,AENES,educ-ASU-104,Secrétaire général(e) d'EPLE,G3,EPLE,_,_,Oui,Non,Oui,"NBI 30 pts
F5 89m2"
60-fiche-educ-ASU-102.pdf,MENJ - MESRI,Collège Pierre de Ronsard,Hauts-de-France,Hautmont,59330,AENES,educ-ASU-102,Secrétaire général(e) d'EPLE,G3,EPLE,_,_,Oui,Non,Oui,"NBI 38 pts
F4 140 m2"
60-fiche-educ-ATE-204.pdf,MENJ - MESRI,Direction des services départementaux de l'éducation nationale du Calvados,Normandie,Hérouville-Saint-Clair,14200,ATE,educ-ATE-204,Adjoint(e) au (à la) chef(e) de division SAGED,G3,RH,Service académique de gestion des enseignants du 1er degré public,,Non,Oui,Oui,
60-fiche-educ-ASU-205.pdf,MENJ - MESRI,LPO Albert Sorel,Normandie,Honfleur,14600,AENES,educ-ASU-205,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,Non précisé,Oui,NBI 30 points F4 de 85m2
EDUC-ASU-100,MENJ - MESRI,Collège Roger Salengro,Hauts-de-France,Houplines,59116,AENES,educ-ASU-100,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,Non,Oui,NBI 38 points Logement de type F3 surface habitable 80m2
https://drive.google.com/file/d/1_TiiXYhJXsFfLQnSaCES7RAx0OpoXHJM/view?usp=sharing,MENJ - MESRI,Collège Charles de Gaulle,Hauts-de-France,Jeumont,59460,AENES,educ-ASU-101,Secrétaire général(e) d'EPLE,G3,EPLE,,,Oui,OUI,OUI,NBI 30 points Logement F3 surface habitable 85m2
https://drive.google.com/file/d/1BhFr8dRXSvp3DKlRVbMY_awOkfgjE-D6/view?usp=sharing,MENJ - MESRI,Collège Françoise Dolto,Normandie,L'Aigle,61300,AENES,educ-ASU-351,Secrétaire général(e) d'EPLE,G3,EPLE,_,_,Oui,Non,Oui,"NBI : 30 points
F4 de 77m2"
https://drive.google.com/file/d/1go5xruVeX-UKKqnzNPV0Xkc2OvFbpZJ1/view?usp=sharing,MENJ - MESRI,Lycée général et technologique Jacques Brel,Île-de-France,La Courneuve,93120,AENES,educ-ASU-323,Fondé de pouvoir,G3,EPLE,_,_,Non,Non,Non,
